S. no.,PC #,PC,Administrative District,Organisational District,AC #,AC Name,Catg.,Caste,Population %,Given Count,"Voters 
GE 2024"
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,SC,Megh,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,SC,Bhagat,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,MIN,Muslim,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,MIN,Christian,5.00,8799,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,-,Unknown,4.80,8448,175981
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Jatt Sikh,25.00,48892,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Brahmin,8.00,15646,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Rajput,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Khatri,6.00,11734,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Baniya,4.00,7822,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Sikh Khatri,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Hindu Jat,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),GEN,Bishnoi,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),OBC,Kamboj,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),OBC,Ramgarhia,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),OBC,Saini,3.00,5867,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),OBC,Gujjar,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),OBC,Kumhar,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),OBC,Tarkhan,2.00,3912,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),OBC,Sikh Rajput,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),SC,Ravidassia,20.00,39114,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),SC,Balmiki,27.00,52803,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),SC,Mazhabi Sikh,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),SC,Rai Sikh,3.00,5867,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),SC,Bazigar,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),SC,Megh,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),SC,Bhagat,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),MIN,Muslim,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),MIN,Christian,2.00,3912,195569
10,10,10. Firozpur,Firozpur,Firozpur,77,77. Firozpur Rural (SC),-,Unknown,0.0,-,195569
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Jatt Sikh,27.00,46352,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Brahmin,11.71,20101,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Rajput,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Khatri,9.00,15450,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Baniya,2.00,3433,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Sikh Khatri,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Hindu Jat,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,GEN,Bishnoi,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,OBC,Kamboj,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,OBC,Ramgarhia,7.00,12017,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,OBC,Saini,1.00,1716,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,OBC,Gujjar,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,OBC,Kumhar,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,OBC,Tarkhan,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,OBC,Sikh Rajput,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,SC,Ravidassia,12.00,20601,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,SC,Balmiki,11.71,20101,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,SC,Mazhabi Sikh,5.00,8583,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,SC,Rai Sikh,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,SC,Bazigar,6.06,10402,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,SC,Megh,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,SC,Bhagat,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,MIN,Muslim,6.06,10411,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,MIN,Christian,0.0,-,171673
10,10,10. Firozpur,Firozpur,Firozpur,78,78. Guru Har Sahai,-,Unknown,1.46,2506,171673
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Jatt Sikh,17.00,36363,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Brahmin,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Rajput,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Khatri,10.00,21390,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Baniya,3.00,6417,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Sikh Khatri,5.00,10695,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Hindu Jat,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,GEN,Bishnoi,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,OBC,Kamboj,12.00,25668,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,OBC,Ramgarhia,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,OBC,Saini,8.00,17112,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,OBC,Gujjar,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,OBC,Kumhar,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,OBC,Tarkhan,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,OBC,Sikh Rajput,5.00,10696,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,SC,Ravidassia,12.00,25668,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,SC,Balmiki,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,SC,Mazhabi Sikh,8.00,17112,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,SC,Rai Sikh,6.00,12834,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,SC,Bazigar,10.00,21390,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,SC,Megh,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,SC,Bhagat,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,MIN,Muslim,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,MIN,Christian,0.0,-,213903
10,10,10. Firozpur,Fazilka,Fazilka,79,79. Jalalabad,-,Unknown,4.00,8558,213903
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Jatt Sikh,11.00,19900,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Brahmin,25.00,45228,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Rajput,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Khatri,5.00,9046,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Baniya,6.00,10855,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Sikh Khatri,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Hindu Jat,7.00,12664,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,GEN,Bishnoi,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,OBC,Kamboj,1.00,1809,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,OBC,Ramgarhia,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,OBC,Saini,4.00,7236,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,OBC,Gujjar,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,OBC,Kumhar,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,OBC,Tarkhan,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,OBC,Sikh Rajput,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,SC,Ravidassia,15.00,27137,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,SC,Balmiki,14.00,25327,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,SC,Mazhabi Sikh,2.00,3618,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,SC,Rai Sikh,2.00,3618,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,SC,Bazigar,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,SC,Megh,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,SC,Bhagat,2.00,3618,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,MIN,Muslim,0.0,-,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,MIN,Christian,5.00,9045,180910
10,10,10. Firozpur,Fazilka,Fazilka,80,80. Fazilka,-,Unknown,1.00,1809,180910
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Jatt Sikh,11.00,20101,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Brahmin,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Rajput,2.00,3655,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Khatri,7.00,12792,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Baniya,20.00,36548,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Sikh Khatri,7.00,12792,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Hindu Jat,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,GEN,Bishnoi,3.00,5482,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,OBC,Kamboj,8.00,14618,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,OBC,Ramgarhia,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,OBC,Saini,3.00,5482,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,OBC,Gujjar,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,OBC,Kumhar,11.00,20101,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,OBC,Tarkhan,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,OBC,Sikh Rajput,2.00,3655,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,SC,Ravidassia,7.00,12792,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,SC,Balmiki,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,SC,Mazhabi Sikh,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,SC,Rai Sikh,4.00,7309,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,SC,Bazigar,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,SC,Megh,11.00,20101,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,SC,Bhagat,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,MIN,Muslim,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,MIN,Christian,0.0,-,182737
10,10,10. Firozpur,Fazilka,Fazilka,81,81. Abohar,-,Unknown,4.00,7309,182737
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Jatt Sikh,14.00,26050,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Brahmin,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Rajput,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Khatri,4.00,7442,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Baniya,5.00,9304,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Sikh Khatri,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Hindu Jat,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),GEN,Bishnoi,5.00,9304,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),OBC,Kamboj,4.00,7442,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),OBC,Ramgarhia,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),OBC,Saini,7.00,13025,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),OBC,Gujjar,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),OBC,Kumhar,17.00,31633,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),OBC,Tarkhan,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),OBC,Sikh Rajput,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),SC,Ravidassia,13.00,24189,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),SC,Balmiki,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),SC,Mazhabi Sikh,9.00,16748,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),SC,Rai Sikh,8.00,14886,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),SC,Bazigar,9.00,16747,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),SC,Megh,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),SC,Bhagat,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),MIN,Muslim,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),MIN,Christian,0.0,-,186073
10,10,10. Firozpur,Fazilka,Fazilka,82,82. Balluana (SC),-,Unknown,5.00,9303,186073
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Jatt Sikh,20.00,35213,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Brahmin,2.00,3521,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Rajput,1.00,1761,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Khatri,20.00,35213,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Baniya,6.00,10564,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Sikh Khatri,2.00,3521,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Hindu Jat,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),GEN,Bishnoi,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),OBC,Kamboj,2.00,3521,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),OBC,Ramgarhia,9.00,15845,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),OBC,Saini,4.00,7043,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),OBC,Gujjar,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),OBC,Kumhar,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),OBC,Tarkhan,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),OBC,Sikh Rajput,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),SC,Ravidassia,18.00,31692,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),SC,Balmiki,4.00,7043,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),SC,Mazhabi Sikh,2.00,3521,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),SC,Rai Sikh,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),SC,Bazigar,6.00,10563,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),SC,Megh,2.00,3521,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),SC,Bhagat,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),MIN,Muslim,0.0,-,176063
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,MIN,Christian,3.00,4926,164219
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),-,Unknown,2.00,3521,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Jatt Sikh,20.00,37420,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Brahmin,10.00,18710,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Rajput,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Khatri,10.00,18710,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Baniya,7.00,13097,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Sikh Khatri,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Hindu Jat,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Bishnoi,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,OBC,Kamboj,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,OBC,Ramgarhia,5.00,9355,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,OBC,Saini,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,OBC,Gujjar,3.00,5612,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,OBC,Kumhar,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,OBC,Tarkhan,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,GEN,Sikh Rajput,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,SC,Ravidassia,14.00,26194,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,SC,Balmiki,10.00,18710,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,SC,Mazhabi Sikh,4.00,7484,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,SC,Rai Sikh,6.00,11226,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,SC,Bazigar,1.00,1871,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,SC,Megh,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,SC,Bhagat,5.00,9355,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,MIN,Muslim,0.0,-,187099
10,10,10. Firozpur,Mukatsar,Mukatsar,85,85. Malout (SC),MIN,Christian,0.0,-,176063
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,-,Unknown,0.0,-,187099
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,GEN,Brahmin,2.00,3285,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,GEN,Jatt Sikh,29.00,47621,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,GEN,Khatri,14.00,22991,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,GEN,Sikh Khatri,4.00,6569,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,GEN,Baniya,9.00,14780,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,OBC,Saini,5.00,8211,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,SC,Ravidassia,11.00,18064,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,SC,Mazhabi Sikh,15.95,26195,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,SC,Balmiki,5.00,8211,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,SC,Bazigar,0.0,-,164219
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,MIN,Muslim,0.0,-,164219
10,10,10. Firozpur,Mukatsar,Mukatsar,86,86. Muktsar,MIN,Christian,5.00,9355,187099
11,11,11. Bathinda,Mukatsar,Mukatsar,83,83. Lambi,-,Unknown,2.05,3366,164219
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),GEN,Brahmin,4.00,7345,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),GEN,Jatt Sikh,35.00,64268,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),GEN,Khatri,10.00,18362,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),GEN,Sikh Khatri,2.00,3673,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),GEN,Baniya,8.00,14690,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),OBC,Saini,6.00,11019,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),SC,Ravidassia,13.00,23869,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),SC,Mazhabi Sikh,16.00,29379,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),SC,Balmiki,3.00,5509,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),SC,Bazigar,0.0,-,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),MIN,Muslim,0.0,-,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),MIN,Christian,3.00,5509,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,91,91. Bhucho Mandi (SC),-,Unknown,0.0,-,183623
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,GEN,Brahmin,8.00,18379,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,GEN,Jatt Sikh,18.00,41351,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,GEN,Khatri,13.00,29865,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,GEN,Sikh Khatri,3.00,6890,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,GEN,Baniya,15.00,34460,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,OBC,Saini,7.00,16081,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,SC,Ravidassia,17.00,39061,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,SC,Mazhabi Sikh,5.00,11486,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,SC,Balmiki,5.00,11486,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,SC,Bazigar,0.0,-,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,MIN,Muslim,0.0,-,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,MIN,Christian,4.00,9189,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,92,92. Bathinda Urban,-,Unknown,5.00,11486,229734
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),GEN,Brahmin,6.00,9531,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),GEN,Jatt Sikh,22.50,35744,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),GEN,Khatri,8.00,12709,158863
